日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,601398,3.77,3.7,3.81,3.7,4717826,2276075264.0,2.9,-2.37,-0.09,0.17
2022-04-26,601398,3.7,3.76,3.78,3.68,3636709,1741895888.0,2.7,1.62,0.06,0.13
2022-04-27,601398,3.75,3.66,3.78,3.63,3835452,1821850800.0,3.99,-2.66,-0.1,0.14
2022-04-28,601398,3.66,3.72,3.72,3.65,2959971,1401689376.0,1.91,1.64,0.06,0.11
2022-04-29,601398,3.71,3.73,3.75,3.67,2639417,1258379968.0,2.15,0.27,0.01,0.1
2022-05-05,601398,3.73,3.7,3.75,3.67,2402048,1143770288.0,2.14,-0.8,-0.03,0.09
2022-05-06,601398,3.69,3.69,3.72,3.66,1690447,800177344.0,1.62,-0.27,-0.01,0.06
2022-05-09,601398,3.68,3.71,3.72,3.66,1613516,766272592.0,1.63,0.54,0.02,0.06
2022-05-10,601398,3.7,3.68,3.72,3.67,1942057,919233040.0,1.35,-0.81,-0.03,0.07
2022-05-11,601398,3.68,3.61,3.69,3.61,3534061,1656391760.0,2.17,-1.9,-0.07,0.13
2022-05-12,601398,3.61,3.6,3.62,3.59,1446944,673675872.0,0.83,-0.28,-0.01,0.05
2022-05-13,601398,3.61,3.65,3.65,3.6,1754112,822079152.0,1.39,1.39,0.05,0.07
2022-05-16,601398,3.65,3.63,3.65,3.6,1668263,779376704.0,1.37,-0.55,-0.02,0.06
2022-05-17,601398,3.64,3.61,3.64,3.6,2168890,1012483472.0,1.1,-0.55,-0.02,0.08
2022-05-18,601398,3.61,3.57,3.62,3.56,2260084,1045435056.0,1.66,-1.11,-0.04,0.08
2022-05-19,601398,3.56,3.56,3.57,3.54,1691556,778801632.0,0.84,-0.28,-0.01,0.06
2022-05-20,601398,3.57,3.58,3.58,3.54,2406916,1111835552.0,1.12,0.56,0.02,0.09
2022-05-23,601398,3.57,3.57,3.59,3.57,1732244,801421872.0,0.56,-0.28,-0.01,0.06
2022-05-24,601398,3.58,3.62,3.63,3.57,2437749,1133742352.0,1.68,1.4,0.05,0.09
2022-05-25,601398,3.62,3.61,3.63,3.6,1523157,710288256.0,0.83,-0.28,-0.01,0.06
2022-05-26,601398,3.61,3.6,3.62,3.58,1917671,892015488.0,1.11,-0.28,-0.01,0.07
2022-05-27,601398,3.61,3.62,3.62,3.59,1249998,582773264.0,0.83,0.56,0.02,0.05
2022-05-30,601398,3.62,3.6,3.64,3.59,1588274,740859760.0,1.38,-0.55,-0.02,0.06
2022-05-31,601398,3.59,3.61,3.63,3.58,2513657,1171009200.0,1.39,0.28,0.01,0.09
2022-06-01,601398,3.6,3.6,3.62,3.58,1400677,651076592.0,1.11,-0.28,-0.01,0.05
2022-06-02,601398,3.59,3.58,3.6,3.57,1521638,704972368.0,0.83,-0.56,-0.02,0.06
2022-06-06,601398,3.58,3.55,3.59,3.53,2954334,1359071280.0,1.68,-0.84,-0.03,0.11
2022-06-07,601398,3.55,3.56,3.58,3.54,1873120,863790896.0,1.13,0.28,0.01,0.07
2022-06-08,601398,3.57,3.59,3.59,3.56,1736302,803663712.0,0.84,0.84,0.03,0.06
2022-06-09,601398,3.58,3.61,3.62,3.57,2193620,1020144720.0,1.39,0.56,0.02,0.08
2022-06-10,601398,3.61,3.64,3.64,3.6,2647090,1236607472.0,1.11,0.83,0.03,0.1
2022-06-13,601398,3.63,3.62,3.64,3.58,2282411,1062970288.0,1.65,-0.55,-0.02,0.08
2022-06-14,601398,3.61,3.67,3.68,3.6,2271489,1065769456.0,2.21,1.38,0.05,0.08
2022-06-15,601398,3.67,3.68,3.72,3.65,2981359,1413770160.0,1.91,0.27,0.01,0.11
2022-06-16,601398,3.68,3.65,3.69,3.64,2101488,989353104.0,1.36,-0.82,-0.03,0.08
2022-06-17,601398,3.65,3.7,3.7,3.64,1810638,857162912.0,1.64,1.37,0.05,0.07
2022-06-20,601398,3.7,3.65,3.7,3.65,1864115,879332784.0,1.35,-1.35,-0.05,0.07
